marque,modele,finition,annee,nb_occurrences
Fiat,Fiat Panda,1.0 Hybride BSG Panda,2022,1
Fiat,Fiat Panda,1.0 Hybride BSG Panda,2023,1
Fiat,Fiat Panda,1.2,2019,2
Fiat,Fiat Panda,1.2 Easy,2017,1
Fiat,Fiat Panda,1.2 Easy,2018,1
Fiat,Fiat Panda,1.2 Easy,2020,1
Fiat,Fiat Panda,1.2 Pop,2018,2
Fiat,Fiat Tipo,1.4,2019,1
Fiat,Fiat Tipo,1.4 Easy,2019,2
Fiat,Fiat Tipo,1.4 Pop,2018,1
Fiat,Fiat Tipo,1.6 MultiJet Elysia,2020,1
Fiat,Fiat Tipo,SW 1.0 FireFly Turbo Life,2021,1
Fiat,Fiat Tipo,SW 1.3 MultiJet Mirror,2019,1
Ford,Ford C-Max,1.0 EcoBoost Titanium BV6,2019,1
Ford,Ford EcoSport,1.0 EcoBoost Active,2021,1
Ford,Ford EcoSport,1.0 EcoBoost ST Line,2018,1
Ford,Ford EcoSport,1.0 EcoBoost ST Line,2019,1
Ford,Ford EcoSport,1.0 EcoBoost ST Line,2020,1
Ford,Ford EcoSport,1.0 EcoBoost ST Line,2022,1
Ford,Ford EcoSport,1.0 EcoBoost Titanium,2017,1
Ford,Ford EcoSport,1.0 EcoBoost Titanium,2018,1
Ford,Ford EcoSport,1.0 EcoBoost Titanium,2020,1
Ford,Ford EcoSport,1.5 EcoBlue ST Line,2020,2
Ford,Ford EcoSport,1.5 EcoBlue Titanium,2019,1
Ford,Ford EcoSport,1.5 EcoBlue Titanium Business,2018,2
Ford,Ford Edge,2.0 EcoBlue AWD Vignale BVA8,2019,2
Ford,Ford Fiesta,1.0 EcoBoost Active Pack,2018,2
Ford,Ford Fiesta,1.0 EcoBoost Cool & Connect,2020,1
Ford,Ford Fiesta,1.0 EcoBoost ST-Line,2020,2
Ford,Ford Fiesta,1.0 EcoBoost ST-Line X,2020,1
Ford,Ford Fiesta,1.0 EcoBoost Titanium,2017,2
Ford,Ford Fiesta,1.0 EcoBoost Titanium,2018,1
Ford,Ford Fiesta,1.0 EcoBoost Titanium,2019,1
Ford,Ford Fiesta,1.0 EcoBoost Trend,2017,1
Ford,Ford Fiesta,1.0 EcoBoost Vignale,2018,2
Ford,Ford Fiesta,1.0 EcoBoost Vignale Auto,2018,1
Ford,Ford Fiesta,1.0 EcoBoost mHEV ST-Line,2021,1
Ford,Ford Fiesta,1.0 EcoBoost mHEV Titanium,2021,1
Ford,Ford Fiesta,1.0 Flexifuel ST-Line,2021,1
Ford,Ford Fiesta,1.1 Cool & Connect,2021,1
Ford,Ford Fiesta,1.1 Titanium,2021,1
Ford,Ford Fiesta,1.1 Trend,2018,1
Ford,Ford Fiesta,1.5 TDCi Connect Business,2019,1
Ford,Ford Focus,1.0 EcoBoost Active,2020,1
Ford,Ford Focus,1.0 EcoBoost ST Line,2020,2
Ford,Ford Focus,1.0 EcoBoost ST Line Auto,2019,1
Ford,Ford Focus,1.0 EcoBoost Titanium,2018,1
Ford,Ford Focus,1.0 EcoBoost Trend,2018,1
Ford,Ford Focus,1.5 EcoBlue Active Auto,2020,1
Ford,Ford Focus,1.5 EcoBlue Titanium,2018,1
Ford,Ford Focus,1.5 EcoBoost ST Line,2017,1
Ford,Ford Focus,1.5 EcoBoost ST Line,2020,1
Ford,Ford Focus,2.0 EcoBlue ST Line Auto,2020,2
Ford,Ford Focus,SW 1.0 EcoBoost mHEV ST Line,2020,2
Ford,Ford Focus,SW 1.5 EcoBlue ST Line,2021,1
Ford,Ford Ka+,1.2 Ti-VCT Essential,2017,1
Ford,Ford Ka+,1.2 Ti-VCT Essential,2018,1
Ford,Ford Kuga,1.5 EcoBlue ST Line X Auto,2021,1
Ford,Ford Kuga,1.5 EcoBoost Titanium 4x2,2017,1
Ford,Ford Kuga,1.5 TDCi ST Line 4x2,2017,1
Ford,Ford Kuga,2.0 EcoBlue mHEV ST Line,2020,2
Ford,Ford Kuga,2.5 Duratec PHEV ST Line X eCVT,2020,2
Ford,Ford Mondeo,2.0 Hybrid Titanium BVA6,2018,1
Ford,Ford Mondeo,2.0 TDCi ST-Line PowerShift,2020,3
Ford,Ford Puma,1.0 EcoBoost Hybrid mHEV ST Line,2021,2
Ford,Ford Puma,1.0 EcoBoost Hybrid mHEV ST Line X DCT7,2023,1
Ford,Ford Puma,1.0 EcoBoost mHEV ST-Line DCT7,2021,1
Ford,Ford Puma,1.0 EcoBoost mHEV ST-Line DCT7,2022,1
Ford,Ford Puma,1.0 EcoBoost mHEV Titanium,2021,2
Ford,Ford Puma,1.0 EcoBoost mHEV Titanium DCT7,2021,1
Ford,Ford Puma,1.0 EcoBoost mHEV Titanium DCT7,2023,1
Ford,Ford Puma,1.0 Flexifuel ST-Line BVM6,2022,2
Ford,Ford Puma,1.0 Flexifuel Titanium BVM6,2022,1
Ford,Ford Puma,1.0 Flexifuel mHEV ST-Line,2022,1
Ford,Ford Puma,1.0 Flexifuel mHEV ST-Line,2024,2
Ford,Ford Puma,1.5 EcoBlue ST Line,2021,1
Ford,Ford Ranger,2.0 EcoBlue Double Cabine Wildtrak Auto,2022,1
Ford,Ford Ranger,2.0 EcoBlue Super Cabine Limited,2019,2
Ford,Ford Ranger,2.0 EcoBlue Super Cabine Limited Auto,2021,1
Ford,Ford Ranger,2.0 EcoBlue Super Cabine Limited Auto,2022,2
Ford,Ford Ranger,2.2 TDCI Double Cab Limited,2017,1
Ford,Ford Ranger,2.2 TDCI Super Cab Limited Auto,2018,2
Ford,Ford Tourneo,Courier 1.5 TD Titanium,2020,1
Ford,Ford Tourneo Connect,1.5 EcoBlue Titanium,2019,2
Ford,Ford Transit Custom,Cabine Approfondie 320 L1H1 2.0 EcoBlue Sport,2020,1
Ford,Ford Transit Custom,Kombi 320 2.0 EcoBlue Sport,2020,1
Honda,Honda Civic,1.0 i-VTEC Dynamic Limited Edition,2020,1
Honda,Honda Civic,1.0 i-VTEC Exclusive Premium,2020,2
Honda,Honda Civic,1.0 i-VTEC Executive,2017,2
Honda,Honda Civic,1.5 i-VTEC Exclusive CVT,2020,1
Honda,Honda Civic,1.6 i-DTEC Exclusive AT,2019,1
Honda,Honda HR-V,1.5 i-MMD eHEV Advance,2022,1
Honda,Honda HR-V,1.5 i-VTEC Exclusive,2020,1
Honda,Honda HR-V,1.5 i-VTEC Exclusive Navi CVT,2018,1
Honda,Honda HR-V,1.5 i-VTEC Executive CVT,2021,1
Honda,Honda Jazz,1.3 i-VTEC Exclusive,2019,1
Hyundai,Hyundai Kona,1.0 T-GDi,2021,1
Hyundai,Hyundai Kona,1.0 T-GDi Executive,2017,1
Hyundai,Hyundai Kona,1.0 T-GDi Executive,2018,1
Hyundai,Hyundai Kona,1.0 T-GDi Hybrid 48V Intuitive,2023,1
Hyundai,Hyundai Kona,1.0 T-GDi Initia,2019,2
Hyundai,Hyundai Kona,1.6 CRDi Creative,2019,1
Hyundai,Hyundai Kona,1.6 CRDi Creative DCT-7,2020,1
Hyundai,Hyundai Kona,1.6 CRDi Hybrid 48V Intuitive,2021,1
Hyundai,Hyundai Kona,1.6 GDi Hybrid Creative DCT-6,2020,1
Hyundai,Hyundai Kona,1.6 GDi Hybrid Edition 1 DCT-6,2019,1
Hyundai,Hyundai Kona,1.6 GDi Hybrid Edition 1 DCT-6,2020,1
Hyundai,Hyundai Kona,1.6 GDi Hybrid Intuitive DCT-6,2020,1
Hyundai,Hyundai Kona,1.6 Hybrid HEV Executive DCT-6,2022,2
Hyundai,Hyundai Kona,1.6 Hybrid HEV Executive DCT-6,2023,1
Hyundai,Hyundai Santa Fe,1.6 T-GDi Plug-in Hybrid HTRAC Creative BVA6,2021,1
Hyundai,Hyundai Santa Fe,1.6 T-GDi Plug-in Hybrid HTRAC Creative BVA6,2022,1
Hyundai,Hyundai Tucson,1.6 CRDi Executive DCT-7,2018,1
Hyundai,Hyundai Tucson,1.6 CRDi Hybrid 48V Creative,2020,2
Hyundai,Hyundai Tucson,1.6 CRDi Hybrid 48V Executive DCT-7,2022,2
Hyundai,Hyundai Tucson,1.6 CRDi Hybrid 48V N Line Edition DCT-7,2020,1
Hyundai,Hyundai Tucson,1.6 CRDi N Line DCT-7,2019,1
Hyundai,Hyundai Tucson,1.6 CRDi Premium,2019,2
Hyundai,Hyundai Tucson,1.6 GDi,2017,1
Hyundai,Hyundai Tucson,1.6 GDi Business,2017,1
Hyundai,Hyundai Tucson,1.6 T-GDi Executive DCT-7,2019,1
